"","year","datanum","serial","hhwt","region","stateicp","county","urban","gq","pernum","perwt","sex","age","race","raced","bpl","bpld","school","higrade","higraded"
"686420","1940",2,27117285,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",2,1,"Male","18","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"686423","1940",2,27117287,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",5,1,"Male","19","White","White","Ohio","Ohio","No, not in school",7,"7th grade"
"686429","1940",2,27117302,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","19","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"686435","1940",2,27117309,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","20","White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"686436","1940",2,27117317,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",5,1,"Male","17","White","White","Ohio","Ohio","No, not in school",6,"6th grade"
"686439","1940",2,27117323,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","18","White","White","Ohio","Ohio","Yes, in school",12,"12th grade"
"686440","1940",2,27117328,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",2,1,"Male","17","White","White","Ohio","Ohio","Yes, in school",8,"8th grade"
"686441","1940",2,27117331,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","21","White","White","Ohio","Ohio","No, not in school",6,"6th grade"
"686449","1940",2,27117340,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","21","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"686454","1940",2,27117346,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","17","White","White","Ohio","Ohio","Yes, in school",11,"11th grade"
"686462","1940",2,27117354,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",2,1,"Male","18","White","White","Ohio","Ohio","No, not in school",7,"7th grade"
"686468","1940",2,27117359,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","19","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"686471","1940",2,27117368,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","20","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"686476","1940",2,27117376,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","20","White","White","Ohio","Ohio","No, not in school",9,"9th grade"
"686486","1940",2,27117384,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",2,1,"Male","17","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"686492","1940",2,27117389,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","20","White","White","Kentucky","Kentucky","No, not in school",8,"8th grade"
"686502","1940",2,27117414,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",1,1,"Male","19","White","White","Ohio","Ohio","No, not in school",6,"6th grade"
"686511","1940",2,27117425,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","20","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"686515","1940",2,27117435,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","19","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"686517","1940",2,27117437,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","19","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"686519","1940",2,27117437,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",5,1,"Male","17","White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"686531","1940",2,27117458,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","17","White","White","Ohio","Ohio","Yes, in school",12,"12th grade"
"686539","1940",2,27117466,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","18","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"686543","1940",2,27117471,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","19","White","White","Ohio","Ohio","No, not in school",6,"6th grade"
"686544","1940",2,27117472,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",2,1,"Male","17","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"686545","1940",2,27117475,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",2,1,"Male","17","White","White","Ohio","Ohio","Yes, in school",12,"12th grade"
"686551","1940",2,27117481,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",1,1,"Male","21","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"686553","1940",2,27117482,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",1,1,"Male","19","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"686566","1940",2,27117517,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",2,1,"Male","18","White","White","Ohio","Ohio","No, not in school",6,"6th grade"
"686575","1940",2,27117534,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",1,1,"Male","20","White","White","Ohio","Ohio","No, not in school",11,"11th grade"
"686577","1940",2,27117538,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","20","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"686583","1940",2,27117549,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",5,1,"Male","20","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"686584","1940",2,27117549,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",6,1,"Male","18","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"686588","1940",2,27117557,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",5,1,"Male","18","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"686589","1940",2,27117557,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",6,1,"Male","17","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"686593","1940",2,27117558,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","21","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"686599","1940",2,27117561,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","19","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"686603","1940",2,27117568,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","18","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"686606","1940",2,27117577,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","21","White","White","Ohio","Ohio","Yes, in school",12,"12th grade"
"686607","1940",2,27117580,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",1,1,"Male","20","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"686610","1940",2,27117584,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",1,1,"Male","21","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"686612","1940",2,27117585,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",1,1,"Male","19","White","White","Ohio","Ohio","No, not in school",7,"7th grade"
"686614","1940",2,27117588,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",1,1,"Male","20","White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"686616","1940",2,27117591,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","20","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"686617","1940",2,27117591,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","18","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"686618","1940",2,27117593,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","18","White","White","Ohio","Ohio","Yes, in school",10,"10th grade"
"686624","1940",2,27117595,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","18","White","White","Ohio","Ohio","No, not in school",11,"11th grade"
"686630","1940",2,27117608,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","21","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"686635","1940",2,27117615,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","19","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"686638","1940",2,27117617,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","17","White","White","Ohio","Ohio","No, not in school",7,"7th grade"
"686642","1940",2,27117618,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","19","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"686647","1940",2,27117629,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","18","White","White","Ohio","Ohio","No, not in school",11,"11th grade"
"686649","1940",2,27117629,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",6,1,"Male","18","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"686657","1940",2,27117641,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","17","White","White","Kentucky","Kentucky","No, not in school",5,"5th grade"
"686661","1940",2,27117648,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","21","White","White","Ohio","Ohio","No, not in school",6,"6th grade"
"686676","1940",2,27117654,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",7,1,"Male","18","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"686680","1940",2,27117661,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","18","White","White","Ohio","Ohio","No, not in school",9,"9th grade"
"686688","1940",2,27117677,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","17","White","White","Ohio","Ohio","Yes, in school",10,"10th grade"
"686694","1940",2,27117687,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","17","White","White","Ohio","Ohio","No, not in school",11,"11th grade"
"686698","1940",2,27117688,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",5,1,"Male","19","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"686709","1940",2,27117703,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","21","White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"686718","1940",2,27117707,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","17","White","White","Ohio","Ohio","Yes, in school",12,"12th grade"
"686723","1940",2,27117710,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","17","White","White","Ohio","Ohio","Yes, in school",12,"12th grade"
"686724","1940",2,27117711,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","17","White","White","West Virginia","West Virginia","No, not in school",8,"8th grade"
"686731","1940",2,27117720,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","17","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"686733","1940",2,27117721,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","17","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"686738","1940",2,27117728,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","20","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"686739","1940",2,27117728,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","19","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"686740","1940",2,27117739,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","17","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"686748","1940",2,27117748,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","19","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"686750","1940",2,27117749,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","17","White","White","Ohio","Ohio","Yes, in school",12,"12th grade"
"686753","1940",2,27117750,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","19","White","White","Ohio","Ohio","No, not in school",11,"11th grade"
"686755","1940",2,27117752,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","20","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"686763","1940",2,27117761,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",1,1,"Male","21","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"686766","1940",2,27117763,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","19","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"686768","1940",2,27117764,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","17","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"686774","1940",2,27117769,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","19","White","White","Ohio","Ohio","No, not in school",7,"7th grade"
"686777","1940",2,27117776,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","20","White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"686780","1940",2,27117779,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",6,1,"Male","21","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"686786","1940",2,27117789,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","19","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"686787","1940",2,27117791,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","19","White","White","Ohio","Ohio","No, not in school",6,"6th grade"
